"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Index Keywords","PubMed ID","EID"
"Xiang, S.; Li, Y.; Li, Y.; Xie, S.; Wang, C.; Che, X.; Du, Y.","Xiang, Shuai (57197847357); Li, Yixuan (59507293200); Li, Yunlong (57801066500); Xie, Shuzhe (56001812200); Wang, Chengfeng (56013209900); Che, Xu (7005743411); Du, Yongxing (57189907379)","57197847357; 59507293200; 57801066500; 56001812200; 56013209900; 7005743411; 57189907379","Associations of phenotypic age acceleration, genetic risk, and lifestyle with chronic digestive diseases: A large-scale longitudinal cohort study","2026","Journal of Nutrition, Health and Aging","10.1016/j.jnha.2026.100775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028876263&doi=10.1016%2Fj.jnha.2026.100775&partnerID=40&md5=40404df995f93075a5623088a33618b9","Background Phenotypic age acceleration (PhenoAgeAccel) is a promising biological aging metric, but its associations with chronic digestive disease risk are unclear. This study evaluated these associations and assessed modification by genetic risk and lifestyle. Methods We analyzed 292,639 UK Biobank participants. PhenoAge and PhenoAgeAccel were calculated using a validated algorithm based on clinical biomarkers. Cox proportional hazards models estimated associations of PhenoAgeAccel, genetic risk, and lifestyle with incident chronic digestive diseases, including interaction and stratified analyses. Variance decomposition quantified contributions of aging, genetics, and lifestyle. Results Over a median 13.67-year follow-up, PhenoAgeAccel > 0 (accelerated aging) was independently associated with higher risk of most chronic digestive diseases, notably Crohn’s disease (HR per 5-year increase, 1.36; 95%CI, 1.30–1.42) and liver cirrhosis (HR, 1.35; 95%CI, 1.30–1.40). Significant additive interactions occurred between PhenoAgeAccel and genetic risk for diverticulosis, Crohn’s disease, ulcerative colitis, liver cirrhosis, and chronic pancreatitis; among biologically older individuals at high genetic risk, interaction-attributable excess risk reached 42.8% of total risk. A healthy lifestyle attenuated aging-related risk for all outcomes except Crohn's disease and ulcerative colitis. Variance decomposition revealed disease-specific risk contribution profiles: biological aging contributed most to Crohn’s disease and chronic pancreatitis, genetic risk to diverticulosis and ulcerative colitis, and lifestyle to gastroesophageal reflux disease and nonalcoholic fatty liver. Conclusions Higher PhenoAgeAccel was associated with higher risks of chronic digestive diseases, with associations modified by genetic risk and lifestyle. PhenoAgeAccel may be a useful risk marker and warrants further investigation of aging-targeted strategies. © 2026 The Author(s).","adult; age; aging; algorithm; Article; chronic disease; chronic pancreatitis; cohort analysis; controlled study; Crohn disease; diverticulosis; dose response; female; follow up; gastroesophageal reflux; gastrointestinal disease; genetic risk; genetic risk score; healthy lifestyle; human; lifestyle; liver cirrhosis; longitudinal study; major clinical study; male; nonalcoholic fatty liver; phenotype; UK Biobank; ulcerative colitis","41534122","2-s2.0-105028876263"
"Mitchell, W.; de Magalhães, C.G.; Tyshkovskiy, A.; Uchida, Y.; Goeminne, L.J.E.; Ichimura, T.; Ng, E.L.; Moldakozhayev, A.; Bonventre, J.V.; Gladyshev, V.N.","Mitchell, Wayne (57216907517); de Magalhães, Cecilia G. (58811249300); Tyshkovskiy, Alexander (57200691790); Uchida, Yushi (60032834600); Goeminne, Ludger J.E. (56672860400); Ichimura, Takaharu (7103391025); Ng, Emery L. (57375499300); Moldakozhayev, Alibek (57200118233); Bonventre, Joseph Vincent (7102330952); Gladyshev, Vadim N. (7004407393)","57216907517; 58811249300; 57200691790; 60032834600; 56672860400; 7103391025; 57375499300; 57200118233; 7102330952; 7004407393","In Vivo Chemical Reprogramming Is Associated With a Toxic Accumulation of Lipid Droplets Hindering Rejuvenation","2026","Aging Cell","10.1111/acel.70390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028766580&doi=10.1111%2Facel.70390&partnerID=40&md5=a8c4bee36cb0dd23cfa08f30eb3eead3","Partial reprogramming has emerged as a promising strategy to reset the epigenetic landscape of aged cells towards more youthful profiles. Recent advancements have included the development of chemical reprogramming cocktails that can lower the epigenetic and transcriptomic age of cells and upregulate mitochondrial biogenesis and oxidative phosphorylation. However, the ability of these cocktails to affect biological age in a mammalian aging model has yet to be tested. Here, we have characterized the effects of partial chemical reprogramming on mitochondrial structure and function in aged mouse fibroblasts and tested its in vivo efficacy in genetically diverse male UM-HET3 mice. This approach increases the size of mitochondria, alters cristae morphology, causes an increased fusing of mitochondrial networks, and speeds up movement velocity. At lower doses, the chemical reprogramming cocktail can be safely administered to middle-aged mice using implantable osmotic pumps, albeit with no effect on the transcriptomic age of kidney or liver tissues and only a modest effect on the expression of OXPHOS complexes. However, at higher doses, the cocktail causes a drastic reduction in body weight necessitating euthanasia. In the livers and kidneys of these animals, we observe significant increases in lipid droplet accumulation, as well as changes in mitochondrial morphology in the livers that are associated with mitochondrial stress. Thus, partial chemical reprogramming may induce mitochondrial stress and lead to significant lipid accumulation, which may cause toxicity and hinder the rejuvenation of cells and tissues in aged mammals. © 2026 The Author(s). Aging Cell published by the Anatomical Society and John Wiley & Sons Ltd.","fat droplet; aging; animal; drug effect; fibroblast; male; metabolism; mitochondrion; mouse; nuclear reprogramming; rejuvenation; Aging; Animals; Cellular Reprogramming; Fibroblasts; Lipid Droplets; Male; Mice; Mitochondria; Rejuvenation","41589348","2-s2.0-105028766580"
"Bhat, A.C.; Trexberg, K.M.; Apsley, A.T.; Almeida, D.M.; Shalev, I.","Bhat, Aarti C. (57158769000); Trexberg, Kaitlin M. (59160880600); Apsley, Abner T. (57831461300); Almeida, David M. (57215018682); Shalev, Idan (24472432900)","57158769000; 59160880600; 57831461300; 57215018682; 24472432900","Grandparent caregiving and epigenetic aging among midlife and older adults in the United States","2026","Journals of Gerontology - Series B Psychological Sciences and Social Sciences","10.1093/geronb/gbaf255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028659576&doi=10.1093%2Fgeronb%2Fgbaf255&partnerID=40&md5=d04e3fee7ecc27365fdf72aef62259a1","Objectives Grandparents have increasingly taken more active caregiving roles for grandchildren. Given their vulnerability to aging-associated health declines, it is essential to understand how grandparent caregiving, along with grandparent gender and family relationships, may influence aging processes. This study examined how grandparent caregiving status interacts with gender and family affectual solidarity (FAS) to affect epigenetic aging, an indicator of healthspan and mortality risk. Methods Our sample included grandparents participating in the Midlife in the United States (MIDUS) study (N=492; mean age=61.94; female=59.96%), 18.29% of whom reported being grandparent caregivers for 6+ months. Epigenetic age was measured using the Horvath, Hannum, PhenoAge, GrimAge, and DunedinPACE epigenetic clocks. We tested for moderation by gender and FAS, the degree of positive (and negative) sentiment between family members. Results Linear regression found, controlling for sociodemographic characteristics and BMI, associations between grandparent caregiving and DunedinPACE, indicating that more time spent caring for grandchildren is related to a faster pace of aging. Two-way interactions between grandparent caregiving and gender showed epigenetic age acceleration (higher biological age compared to chronological age) for grandfather caregivers versus non-caregiving grandfathers across multiple clocks. Three-way interactions between grandparent caregiving, gender, and FAS indicated that caregiving grandfathers experience epigenetic age deceleration with higher FAS compared to caregiving grandmothers. Similarly, caregiving grandfathers experience epigenetic age deceleration with higher partner affectual solidarity compared to caregiving grandmothers. Discussion These results have implications for targeted interventions to benefit the healthy aging of grandparent caregivers. © 2026 © The Author(s) 2025. Published by Oxford University Press on behalf of the Gerontological Society of America. All rights reserved.","aged; aging; caregiver; female; genetic epigenesis; genetics; grandparent; human; human relation; male; middle aged; psychology; sex factor; United States; Aged; Aging; Caregivers; Epigenesis, Genetic; Female; Grandparents; Humans; Intergenerational Relations; Male; Middle Aged; Sex Factors","41408585","2-s2.0-105028659576"
"Zhang, S.; Gao, H.; Liu, Y.; Zhi, Y.; Du, Y.","Zhang, Shishuang (56521921800); Gao, Han (58851936300); Liu, Yaru (58985384300); Zhi, Yongle (60348479400); Du, Yu (60348342900)","56521921800; 58851936300; 58985384300; 60348479400; 60348342900","The association between dietary inflammation index and peripheral neuropathy: Insights into the role of biological aging from a cross-sectional NHANES study","2026","Experimental Gerontology","10.1016/j.exger.2026.113031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028408464&doi=10.1016%2Fj.exger.2026.113031&partnerID=40&md5=45583b3baeb0d40c088e62a528a77520","Objectives: Peripheral neuropathy (PN) is a prevalent neurological disorder with significant health and socio-economic burdens. The Dietary Inflammatory Index (DII) systematically assesses the proinflammatory characteristics of dietary patterns. This study aimed to elucidate the complex relationships among DII, biological aging, and PN, and to deepen the understanding of the potential factors driving these associations, thereby providing novel insights for prevention and clinical intervention. Methods: This study investigated the National Health and Nutrition Examination Survey 1999–2004 data. The linear association between DII and PN was assessed using binary logistic regression, while restricted cubic splines were employed to evaluate potential nonlinear relationships. Furthermore, mediation analysis was conducted to quantify the contribution of biological age in this association. Results: This study enrolled and analyzed 7860 participants. DII revealed a significant correlation with the prevalence of PN (the odds ratio [OR] = 1.07, 95% confidence interval [CI]: 1.03–1.30, p < 0.001). A J-shaped nonlinear association was identified between DII and the PN (p = 0.0079), with an inflection point at 1.295. Beyond this threshold, OR significantly increased to 1.16 (95% CI: 1.03–1.30). Biological age contributed to 19.95% of the total association between DII and PN. Conclusions: This study demonstrates a J-shaped association between DII and PN, which is partially accounted for by biological aging. These findings provide a new perspective for preventing PN through a low-inflammation diet. © 2026 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/","aged; Article; biological age; cohort analysis; confidence interval; controlled study; cross-sectional study; diet; dietary inflammation index; disease association; female; health survey; human; inflammation; linear system; logistic regression analysis; major clinical study; male; mediation analysis; nonlinear system; odds ratio; pathogenesis; peripheral neuropathy; prevalence; statistical significance; adult; adverse event; aging; epidemiology; etiology; middle aged; nutrition; physiology; risk factor; statistical model; United States; Adult; Aged; Aging; Cross-Sectional Studies; Diet; Female; Humans; Inflammation; Logistic Models; Male; Middle Aged; Nutrition Surveys; Peripheral Nervous System Diseases; Prevalence; Risk Factors","41525849","2-s2.0-105028408464"
"Wang, B.; Wang, N.; Yin, X.; Huang, Y.; Yu, G.; Yang, J.; Chong, Y.S.; Lu, Y.; Williams, M.A.; Hu, F.B.; Zhang, C.","Wang, Bin (57074241400); Wang, Ningjian (56637400700); Yin, Xin (59677452000); Huang, Yuhui (60345002400); Yu, Guoqi (57195108929); Yang, Jiaxi (57217133636); Chong, Yap Seng (58506515700); Lu, Yingli (55506466600); Williams, Michelle Anne (35499640400); Hu, Frank B. (57564946700); Zhang, Cuilin (55646336600)","57074241400; 56637400700; 59677452000; 60345002400; 57195108929; 57217133636; 58506515700; 55506466600; 35499640400; 57564946700; 55646336600","Gestational Diabetes Mellitus and Accelerated Biological Aging in Middle-Aged and Elderly Women","2026","Diabetes Care","10.2337/dc25-1842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028220329&doi=10.2337%2Fdc25-1842&partnerID=40&md5=d92bc63820d92b7117424b9bbfd88964","OBJECTIVE To evaluate the association between gestational diabetes mellitus (GDM) and accelerated biological aging in middle-aged and elderly women. RESEARCH DESIGN AND METHODS We included parous women with a baseline survey on history of GDM and biological aging biomarkers from the UK Biobank. Information regarding prior GDM was col-lected via a touchscreen questionnaire and linkage to hospital admission records. Biological aging was evaluated using validated phenotypic age (PhenoAge) based on chronological age and nine biomarkers measured at baseline (2006–2010). Biological aging acceleration was determined as the residual by regressing PhenoAge estimates on chronological age. All-cause mortality and incident cardiometabolic disease during follow-up were also assessed. RESULTS Among the 178,363 women (mean age, 57.0 [SD 7.9] years), 1,141 had a history of GDM. In a multivariable-adjusted model, a history of GDM was associated with an increase in PhenoAge acceleration by 2.34 (95% CI 2.02, 2.66) years. The association persisted regardless of the occurrence of type 2 diabetes and related comor-bidities after GDM. Consistent results were observed across subgroups, while the GDM-related PhenoAge acceleration was more prominent among women with less physical activity and obesity (both P<inf>interaction</inf>< 0.01). The mediation analysis demonstrated that PhenoAge acceleration explained 57.0% (95% CI 21.0, 86.9), 12.4% (7.3, 20.4), and 21.9% (14.0, 32.5) of the positive associations between GDM and all-cause mortality, type 2 diabetes, and cardiovascular disease, respectively. CONCLUSIONS Women with a history of GDM were biologically older than their non-GDM coun-terparts. The biological aging acceleration partially accounted for the associations between GDM and adverse health outcomes. © 2025 by the American Diabetes Association.","aged; aging; epidemiology; female; gestational diabetes; human; middle aged; non insulin dependent diabetes mellitus; pathophysiology; physiology; pregnancy; Aged; Aging; Diabetes Mellitus, Type 2; Diabetes, Gestational; Female; Humans; Middle Aged; Pregnancy","41401076","2-s2.0-105028220329"
"Zhang, H.; Tian, W.; Qi, G.; Zhou, B.; Sun, Y.","Zhang, Huanrui (57358115300); Tian, Wen (36923335200); Qi, Guoxian (35743532100); Zhou, Baosen (59974739700); Sun, Yujiao (55524118400)","57358115300; 36923335200; 35743532100; 59974739700; 55524118400","Associations of volatile organic compound exposure with phenotypic age acceleration and the synergistic interaction of dietary micronutrients","2026","Journal of Nutrition, Health and Aging","10.1016/j.jnha.2026.100770","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027969382&doi=10.1016%2Fj.jnha.2026.100770&partnerID=40&md5=6150c32c906cf4bc1f63d8c0657fff92","Objective This study assesses the association between exposure to volatile organic compounds (VOCs) and phenotypic age acceleration, and evaluates the potential synergistic interaction by dietary micronutrient intake. Methods A total of 7,209 participants were chosen from the National Health and Nutrition Examination Survey (NHANES) conducted between 2005–2006 and 2011−2018. The VOCs metabolites were quantitatively evaluated using ultra-performance liquid chromatography-electrospray ionization tandem mass spectrometry. The dietary micronutrient intake was assessed through interviews that involved recalling a 24-h diet. To measure biological aging, the ""BioAge"" R package was utilized to calculate PhenoAge. Various statistical analyses such as weighted multiple linear regression, weighted quantile sum (WQS) regression, restricted cubic spline models, subgroup analyses, and interaction analyses were employed to assess the impact of VOCs metabolites on PhenoAge acceleration while considering the influence of dietary micronutrient intake. Results The participants' average age was 47.37 years, and females accounted for 51.5% of the sample. Through weighted multivariate linear regression analysis, we discovered significant positive connections between CEMA, 3HPMA, DHBMA, MHBMA3, HPMMA, PGA, and PhenoAge acceleration. Our WQS analysis indicated a noteworthy positive correlation between VOCs metabolite mixtures and PhenoAge acceleration (β = 0.693, P < 0.001), with DHBMA, HPMMA, and PGA identified as the most influential metabolites. By employing restricted cubic spline models, we established a linear relationship between DHBMA, HPMMA, PGA,and PhenoAge acceleration. Subgroup analyses consistently demonstrated positive associations for DHBMA, HPMMA, PGA with PhenoAge acceleration across various subgroups. Furthermore, dietary micronutrient intake exhibited significant synergistic interaction with these metabolites. Conclusions This study confirms that VOC exposure contributes to phenotypic age acceleration. Critically, we find that some dietary micronutrients appear to interact with VOC exposure, mitigating its effect and providing evidence that aging is jointly driven by synergistic environmental and nutritional stressors. © 2026 The Authors.","","41520476","2-s2.0-105027969382"
"Park, H.-Y.; Kim, K.","Park, Hye-young (60335749600); Kim, Kyeezu (55279466500)","60335749600; 55279466500","Bidirectional associations between metabolic syndrome and epigenetic age acceleration: A 20-year longitudinal study in midlife adults","2026","Experimental Gerontology","10.1016/j.exger.2025.113017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027660765&doi=10.1016%2Fj.exger.2025.113017&partnerID=40&md5=15caedcfb0508991f32b38f09648d349","Introduction: Metabolic syndrome (MetS) increases with age. Epigenetic alterations reflect lifelong biological and environmental influences on aging. MetS may contribute to epigenetic age acceleration (EAA) through inflammation and oxidative stress, while elevated EAA may, in turn, exacerbate metabolic dysfunction, but long-term evidence for this bidirectional association is limited. Methods: We analyzed data from 1452 participants in the Korean Genome and Epidemiology Study at baseline (Wave 1), 10-year (Wave 5), and 20-year (Wave 10) follow-ups. MetS severity was defined by the number of diagnostic criteria, and DNA methylation-based EAA measures (PhenoAA, Grim2AA, DunedinPACE) at Wave 5 were included. Multivariable linear regression models examined the association between MetS and EAA both cross-sectionally (at Wave 5) and longitudinally (Wave 1 MetS – Wave 5 EAA and Wave 5 EAA – Wave 10 MetS). Mediation analysis examined whether EAA mediated the association between MetS severity across waves. All models were adjusted for chronological age, sex, smoking, drinking, physical activity, education, income, and body mass index. Results: Cross-sectionally, all EAA measures were associated with higher MetS severity score (β ranged 0.37–1.26, all P < 0.05). Longitudinally, earlier MetS severity was associated with EAA (Grim2AA: β = 0.25; DunedinPACE: β = 0.78, all P < 0.05) and EAA was associated with later MetS severity (Grim2AA: β = 0.03; DunedinPACE: β = 0.01, all P < 0.05). EAA partially mediated the association between earlier and later MetS severity (1.6–3.1 % mediation proportion, P < 0.05). Conclusion: Our findings suggest a bidirectional relationship between MetS and EAA, with biological aging potentially mediating metabolic deterioration. EAA may serve as both a marker and mediator of metabolic health, and a promising target for prevention and intervention. © 2026 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY-NC license. http://creativecommons.org/licenses/by-nc/4.0/","genomic DNA; glucose; triacylglycerol; adult; age; aging; Article; body mass; cohort analysis; controlled study; cross-sectional study; disease severity; DNA methylation; drinking behavior; educational status; epigenetic age acceleration; epigenetic clock; fasting blood glucose level; female; follow up; human; income; longitudinal study; major clinical study; male; metabolic syndrome X; middle aged; physical activity; prospective study; risk factor; sex; smoking; South Korea; systolic blood pressure; triacylglycerol blood level; waist circumference; aged; epidemiology; genetic epigenesis; genetics; Adult; Aged; Aging; Cross-Sectional Studies; DNA Methylation; Epigenesis, Genetic; Female; Humans; Longitudinal Studies; Male; Metabolic Syndrome; Middle Aged; Republic of Korea","41475660","2-s2.0-105027660765"
"Zhang, X.; Xu, Y.; Wang, X.; Chen, M.; Xiong, J.; Cheng, G.","Zhang, Xinyu (60301766700); Xu, Yujie (57204598706); Wang, Xiaoyu (57222761208); Chen, Mengxue (57201977766); Xiong, Jingyuan (52164625800); Cheng, Guo (24801982300)","60301766700; 57204598706; 57222761208; 57201977766; 52164625800; 24801982300","Association between vitamin intake and biological aging: evidence from NHANES 2007–2018","2026","Journal of Nutrition, Health and Aging","10.1016/j.jnha.2026.100776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027388006&doi=10.1016%2Fj.jnha.2026.100776&partnerID=40&md5=a734fdd1dc62830042554ff96ba735b5","Background The combined effect of vitamin mixture on biological aging, along with the specific contribution of individual components, remains unclear. This study investigated the associations between a mixture of 11 dietary vitamins and biological aging. Methods This cross-sectional study included 15050 adults from NHANES 2007–2018. Daily intakes of 11 vitamins were estimated using the multiple source method to account for within-person variation from two 24 -h recalls, incorporating both food and supplement contributions. Total vitamin intake was calculated as their sum. Biological aging was assessed using three established indicators: KDM-acceleration and PhenoAge-acceleration (derived as regression residuals of biological age on chronological age), and homeostatic dysregulation (HD, a composite physiological score). Multiple linear regression, restricted cubic spline regression, and quantile g-computation were used to assess individual and joint associations. Results The median age was 51.0 years, and 51.5% were female. Higher total vitamin intake was significantly associated with reduced biological aging (KDM-acceleration: β = −1.281; PhenoAge-acceleration: β = −1.379; HD: β = −0.046). Dose-response relationships were linear (all P <inf>nonlinear</inf> > 0.05). Stratified analyses revealed stronger associations in males and individuals with comorbidity. Vitamin C was the primary protective component, followed by vitamin B2. Conclusions Higher intake of dietary vitamin mixture was associated with slower biological aging, with vitamin C as the key protective driver. These findings support recommending vitamin-rich diets to promote healthy aging. © © 2026. Published by Elsevier Masson SAS.","ascorbic acid; pyridoxine; riboflavin; vitamin mixture; acceleration; adult; aged; aging; Article; biological age; body mass; caloric intake; comorbidity; controlled study; cross-sectional study; current drinker; dose response; evidence based medicine; female; human; male; sensitivity analysis; sex; social status; vitamin intake","41539012","2-s2.0-105027388006"
"Chen, Y.; Abrishamcar, S.; Aqua, J.K.; Dye, C.; Gallo, L.C.; Llabre, M.M.; Penedo, F.J.; Isasi, C.R.; Perreira, K.M.; Thyagarajan, B.; Daviglus, M.; Pirzada, A.; Baccarelli, A.; Conneely, K.N.; Jones-Antwi, R.E.; Suglia, S.F.","Chen, Yinxian (58099545600); Abrishamcar, Sarina (57221081068); Aqua, Jasmine Ko (57220168512); Dye, Christian K. (57191254872); Gallo, Linda C. (7102655476); Llabre, María Magdalena (7003996654); Penedo, Frank J. (6701408158); Isasi, Carmen R. (6603889745); Perreira, Krista M. (6602260189); Thyagarajan, Bharat (6602856354); Daviglus, Martha L. (57203251079); Pirzada, Amber (6602602081); Baccarelli, Andrea A. (57203175853); Conneely, Karen N. (9334492400); Jones-Antwi, Rebecca E. (57200649879); Suglia, Shakira Franco (13807133600)","58099545600; 57221081068; 57220168512; 57191254872; 7102655476; 7003996654; 6701408158; 6603889745; 6602260189; 6602856354; 57203251079; 6602602081; 57203175853; 9334492400; 57200649879; 13807133600","Social factors as buffers for the adverse impact of adverse childhood experiences on biological age acceleration among adults in Hispanic Community Health Study / Study of Latinos","2026","Brain, Behavior, and Immunity","10.1016/j.bbi.2025.106241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025722824&doi=10.1016%2Fj.bbi.2025.106241&partnerID=40&md5=9d75d93269e714b493f66b1dfff9f7d3","Background This study examined whether social factors, including social support, social networks, and familism, modify the longitudinal association between ACEs and epigenetic age acceleration (EAA). Methods We analyzed DNA methylation (DNAm) profile data from two visits (approximately six years apart) among 960 Hispanic/Latino adults in the Hispanic Community Health Study/Study of Latinos (HCHS/SOL). GrimAge epigenetic age and DunedinPACE pace of aging were used. Linear mixed models examined effect modification of social support, social networks (network diversity and the number of embedded networks), and familism (family obligation, support, and as referents) on the association between high vs. low-to-moderate ACEs (i.e., ≥ 4 vs. < 4 ACEs) and repeatedly measured EAA. Models adjusted for age, sex, parental education, childhood economic hardship, nativity, and cell-type proportions. We also dichotomized the levels of social support and both subscales of social networks to low (≤ 75th percentile) and high (> 75th percentile), and assessed joint effect modification by social support and networks. Results The mean difference in GrimAge acceleration (AgeAccelGrim) between high and low-to-moderate ACEs was statistically significantly attenuated when social support levels were higher (β for interaction = -0.73 years; 95 % CI: −1.23, −0.24; p = 0.003). No evidence of effect modification was found for social networks or familism. Having only high social support (β for interaction = -1.40 years; 95 % CI: −2.79, −0.01; p = 0.049) or both high social support and network diversity (β for interaction = -1.57 years; 95 % CI: −2.72, −0.42; p = 0.008) significantly decreased the mean difference in AgeAccelGrim between high and low-to-moderate ACEs. Conclusion Social support may independently buffer the adverse impact of ACEs on biological age acceleration among Hispanic/Latino adults, and the buffering effect may be stronger when accompanied by diverse social networks. © 2025 Elsevier Inc.","acceleration; adult; Adverse Childhood Experiences Questionnaire; age; Article; B lymphocyte; biological age; CD4+ T lymphocyte; CD8+ T lymphocyte; childhood adversity; cohort analysis; DNA methylation; education; emotional abuse; epigenetic age acceleration; epigenetic clock; epigenetics; female; Hispanic; human; human experiment; Likert scale; male; mental disease; middle aged; morbidity; mortality; mortality risk; natural killer cell; people by smoking status; physical abuse; psychometry; public health; questionnaire; sabogal familism scale; scoring system; sensitivity analysis; sexual abuse; single nucleotide polymorphism; smoking; social aspect; social determinants of health; social network; social status; social support; statistical analysis; training; aged; aging; genetic epigenesis; genetics; longitudinal study; psychology; Adult; Adverse Childhood Experiences; Aged; Aging; DNA Methylation; Epigenesis, Genetic; Female; Hispanic or Latino; Humans; Longitudinal Studies; Male; Middle Aged; Social Factors; Social Support","41443478","2-s2.0-105025722824"
"Corley, J.; Pattie, A.; Harris, S.E.; Deary, I.J.; Cox, S.R.","Corley, Janie (23485020100); Pattie, Alison (6603830153); Harris, Sarah E. (7403484635); Deary, Ian J. (57193752767); Cox, Simon R. (55614945700)","23485020100; 6603830153; 7403484635; 57193752767; 55614945700","Gardening, healthy aging, and longevity: Longitudinal evidence from 25 years of the Lothian Birth Cohort 1921","2026","Journal of Environmental Psychology","10.1016/j.jenvp.2025.102889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025243892&doi=10.1016%2Fj.jenvp.2025.102889&partnerID=40&md5=2ee2b25dd879877ffeca7960626f76bf","Gardening is a common leisure activity among older adults, yet its potential to support healthy aging remains underexplored, particularly in longitudinal contexts and across multiple aging domains. This study investigated whether gardening frequency was associated with psychological, physical, and biological aging markers, as well as mortality, in the Lothian Birth Cohort 1921 (LBC1921). Gardening frequency was assessed via questionnaire at a mean age of 79 years (baseline: 1999–2001) in 475 participants. Aging markers were measured at 79, 83, 87, and 90 years. Psychological markers (quality of life, psychological wellbeing) were self-reported; physical function markers (lung function, gait speed, grip strength, functional ability) were objectively assessed; and biological markers (telomere length, DNA methylation-based PhenoAge) were blood-derived. Survival was tracked using 25-year mortality linkage data. Analyses included linear regression, growth curve modeling, and Cox proportional hazards, adjusted for individual- and neighbourhood-level covariates. Of the sample, 207 gardened frequently, 78 sometimes, and 190 never or rarely. At baseline (age 79), higher gardening frequency was associated with better psychological wellbeing, stronger physical function, and longer telomeres. Longitudinally, more frequent gardening predicted slower declines in gait speed and telomere attrition from age 79 to 90. Frequent gardeners had a 22 % lower mortality risk (HR = 0.78, 95 % CI: 0.62–0.97) than those who never or rarely gardened. Associations were not substantially confounded by sociodemographic, lifestyle, or physical activity factors. Our results suggest that gardening may support wellbeing and longevity, with potential implications for aging in place for older adults. © 2025 The Authors","","","2-s2.0-105025243892"
