"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Index Keywords","PubMed ID","EID"
"Qi, X.; Wang, X.; Cheng, L.; Li, Y.; Dang, K.; Yang, S.; Wang, Y.; Zhou, R.; Zhang, C.; Li, Y.","Qi, Xiang (57219022775); Wang, Xuanyang (57222186154); Cheng, Licheng (58508849700); Li, Yue (59208251300); Dang, Keke (58413215400); Yang, Shuo (59209447400); Wang, Yina (59208251400); Zhou, Runyi (59208583600); Zhang, Can (59133886400); Li, Ying (55883480100)","57219022775; 57222186154; 58508849700; 59208251300; 58413215400; 59209447400; 59208251400; 59208583600; 59133886400; 55883480100","Dietary carotenoid intakes and biological aging among US adults, NHANES 1999–2018","2025","Nutrition Journal","10.1186/s12937-025-01079-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216052238&doi=10.1186%2Fs12937-025-01079-8&partnerID=40&md5=d59497da27b0865c9387794c923f117a","Background: Carotenoids have been shown to have multiple health benefits, including antioxidant and anti-inflammatory. The data for the effect of dietary specific carotenoids on biological aging is limited. Our study aims to examine the association between dietary carotenoid intake levels and biological aging. Methods: This cross-sectional study was performed among 27,338 adults from NHANES 1999–2018. Dietary intake was assessed through two 24-hour dietary recall interviews. Biological aging indices included allostatic load (AL), homeostatic dysregulation (HD), Klemera-Doubal method (KDM), and phenoAge (PA). Multiple linear regression, weighted quantile sum (WQS) regression and quantile g-computation (QG-comp) were used to explore the associations of single carotenoid and mixed carotenoids with biological aging. Results: Associations between dietary carotenoid intake levels and biological aging indices were significant among adults across the United States. Multiple linear regression showed that most carotenoids were significantly negatively correlated with AL (β = -0.017 - -0.011), HD (β = -0.045 - -0.032), KDM (β = -0.984 - -0.471), and PA (β = -0.975 - -0.539). Subgroup analysis indicated that male, older individuals, smokers, alcohol drinkers, and less physically active individuals are particularly sensitive populations. Meanwhile, WQS regression and QG-comp analyses consistently indicated a negative association between mixed carotenoids exposure and four biological aging indices, highlighting that lutein/zeaxanthin and β-carotene were responsible for the outcomes. Conclusions: Increased dietary intakes of various carotenoids were associated with lower biological aging indices, which was possibly and mainly driven by lutein/zeaxanthin and β-carotene. © The Author(s) 2025.","alpha carotene; beta carotene; beta cryptoxanthin; carotenoid; lycopene; xanthophyll; zeaxanthin; adult; aging; American; Article; biological aging; clinical outcome; controlled study; cross-sectional study; dietary intake; evidence based medicine; female; food composition; human; interview; male; multiple linear regression analysis; physical activity; aged; diet; middle aged; nutrition; physiology; procedures; United States; young adult; Adult; Aged; Aging; Carotenoids; Cross-Sectional Studies; Diet; Female; Humans; Male; Middle Aged; Nutrition Surveys; Young Adult","39819329","2-s2.0-85216052238"
"Xia, T.; Yuan, Q.; Zhang, Y.; Shan, G.","Xia, Teng (59516014600); Yuan, Qian (59514870900); Zhang, Yao (59515828500); Shan, Guangmei (59516014700)","59516014600; 59514870900; 59515828500; 59516014700","The associations between the energy and timing of sugar-sweetened beverage intake and phenotypic age acceleration in U.S. adults: a cross-sectional survey of NHANES 2007–2010","2025","BMC Public Health","10.1186/s12889-024-21249-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215119010&doi=10.1186%2Fs12889-024-21249-3&partnerID=40&md5=5f56c4829e06c7c04685751cd82c871f","Objectives: The relationship between sugar-sweetened beverage (SSB) intake and phenotypic age acceleration (PhenoAgeAccel) is unclear. The aim of this study was to explore the associations between the energy and timing of SSB intake and PhenoAgeAccel in adults. Methods: A cross-sectional analysis was conducted using data from the National Health and Nutrition Examination Survey (NHANES) 2007–2010, which involved U.S. adults aged 20 to 79 years. The assessment and estimation of SSB intake were conducted through 24-hour dietary recall interviews, categorizing participants into three groups: non-intake, low moderate-intake, and moderate–high-intake. Furthermore, SSB consumers were divided into three time intervals based on intake timing: dawn-to-forenoon (5:00 a.m. to 11:59 a.m.), noon-to-afternoon (12:00 p.m. to 17:59 p.m.), and dusk-to-night (18:00 p.m. to 4:59 a.m.). Multivariable linear regression models were employed to evaluate the associations between SSB intake (energy and timing) and PhenoAgeAccel. Additionally, stratified analyses and interaction analyses were conducted. Furthermore, obesity was assessed via two distinct metrics: the body roundness index (BRI) and the body mass index (BMI). Mediation analysis was conducted to investigate the mediating effect of obesity on the relationship between the energy of SSB intake and PhenoAgeAccel. Results: After controlling for covariates, SSB intake (per 100 kcal/day) was positively correlated with PhenoAgeAccel (β = 0.179, 95% confidence interval [CI]: 0.086–0.271). The moderate–high-intake group presented a significantly greater PhenoAgeAccel than the non-intake group (β = 1.023, 95% CI: 0.414–1.632). This relationship remained stable across stratified analyses. Compared with those who abstained from SSB, those who consumed SSB during the dusk-to-night period exhibited notably elevated PhenoAgeAccel (β = 0.915, 95% CI: 0.316–1.514). A significant interactive effect of smoking on the SSB intake timing–PhenoAgeAccel association was observed (P for interaction = 0.002). Mediation analysis revealed that both BRI and BMI significantly mediated the relationship between energy intake from SSB and PhenoAgeAccel, with mediation proportions of 16.29% and 16.21%, respectively. Conclusion: Our study revealed a positive correlation between SSB energy intake and PhenoAgeAccel, which may be partially mediated by obesity. Moreover, consuming SSB during the dusk-to-night period may increase PhenoAgeAccel. © The Author(s) 2024.","adult; aged; caloric intake; cross-sectional study; female; human; male; middle aged; nutrition; phenotype; sugar-sweetened beverage; time factor; United States; young adult; Adult; Aged; Cross-Sectional Studies; Energy Intake; Female; Humans; Male; Middle Aged; Nutrition Surveys; Phenotype; Sugar-Sweetened Beverages; Time Factors; Young Adult","39780125","2-s2.0-85215119010"
"Tian, T.; Zhu, L.; Wu, Z.; Xuan, W.; Li, Y.; Fan, J.; Zeng, J.; Ni, J.","Tian, Tian (57665822800); Zhu, Liyu (59348815300); Wu, Zhuoyi (58788395900); Xuan, Wenjie (60356852900); Li, Yuancheng (58300552500); Fan, Jiangao (55635525200); Zeng, Jing (57212322449); Ni, Jing (55754707000)","57665822800; 59348815300; 58788395900; 60356852900; 58300552500; 55635525200; 57212322449; 55754707000","Accelerated biological aging drives the progression from MASLD to cirrhosis","2025","Metabolism and Target Organ Damage","10.20517/mtod.2025.161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028850852&doi=10.20517%2Fmtod.2025.161&partnerID=40&md5=e1bc4f374a81f86be41857c123d0287e","Aim: Although the association between biological age (BA) and liver dysfunction is well-established, epidemiological evidence on the relationship between BA acceleration and cirrhosis risk in individuals with metabolic dysfunction-associated steatotic liver disease (MASLD) remains limited. Methods: This study included 89,935 individuals with MASLD from the UK Biobank. We used Klemera-Doubal method-BA (KDM-BA), phenotypic age (PhenoAge) and leukocyte telomere length (LTL) as BA indicators. Twelve genetic variants were used to construct polygenic risk scores (PRS). Multivariable Cox proportional hazards models were employed to calculate hazard ratios (HRs) and 95% confidence intervals (CIs) for cirrhosis incidence. Results: During a median follow-up of 12.05 years, 519 individuals developed cirrhosis. Acceleration in PhenoAge and KDM-BA was associated with a 39% (HR 1.39, 95%CI: 1.32-1.47) and 12% (HR 1.12, 95%CI: 1.03-1.22) higher risk of incident cirrhosis, respectively. Longer LTL was associated with a lower risk of cirrhosis (HR 0.84, 95%CI: 0.77-0.91). Participants with the greatest BA acceleration and highest PRS exhibited the highest risk of cirrhosis. Additionally, participants at a high genetic risk level had the greatest 10-year absolute risk reduction of cirrhosis (17.74 per 1,000 person-years) if their PhenoAge acceleration decreased. Conclusion: Our findings demonstrate that alleviating biological aging in individuals with MASLD is important for preventing cirrhosis and could mitigate the adverse effects of high genetic risk. © The Author(s) 2025. Open Access.","albumin; alkaline phosphatase; C reactive protein; creatinine; high density lipoprotein cholesterol; triacylglycerol; accelerated biological aging; adult; aged; aging; alcohol consumption; Article; body mass; cohort analysis; disease exacerbation; DNA extraction; female; follow up; genetic risk score; genetic variability; genotyping; human; hypertension; ICD-10; incidence; leukocyte count; leukocyte telomere length; liver cirrhosis; liver disease; lymphocyte percentage; major clinical study; male; mean corpuscular volume; metabolic dysfunction associated steatotic liver disease; non insulin dependent diabetes mellitus; obesity; phenotype; physical activity; red blood cell distribution width; single nucleotide polymorphism; smoking; UK Biobank","","2-s2.0-105028850852"
"Tang, Y.; Zhou, X.; Chen, Q.; Yu, Z.; Juaiti, M.; Zha, L.","Tang, Yiyang (57219475815); Zhou, Xinyi (58735800900); Chen, Qin (57226818940); Yu, Zaixin (7404345969); Juaiti, Mukamengjiang (58538210800); Zha, Lihuang (57195378198)","57219475815; 58735800900; 57226818940; 7404345969; 58538210800; 57195378198","Accelerated Biological Aging, Genetic Susceptibility, and the Risk of Abdominal Aortic Aneurysm: A Prospective Cohort Study","2025","Reviews in Cardiovascular Medicine","10.31083/RCM46778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028436647&doi=10.31083%2FRCM46778&partnerID=40&md5=dd5d643bfff6afbe68c09a68e7a796d6","Background: Biological age (BA) more accurately reflects the true ageing status of the body compared with chronological age. While biological aging is associated with various cardiovascular diseases, the relationship between BA and abdominal aortic aneurysms (AAAs) remains unclear. Methods: This study utilized data from the UK Biobank for analysis. Telomere length (TL) and BA acceleration, calculated using the Klemera-Doubal method (KDM) and phenotypic age (PhenoAge) methods, were used as surrogate measures of biological aging. Cox regression was primarily performed to explore the association between biological aging and AAA risk. Genetic susceptibility was assessed by constructing a polygenic risk score (PRS). Results: This study included 311,646 participants with a median age of 58 years. A total of 1339 new cases of AAA (4.3‰) were reported over a median follow-up period of 12.54 years. Each standard deviation (SD) increase in TL was associated with a 17% decreased risk of AAA (hazard ratio (HR)=0.83, 95% confidence interval (CI)=0.79–0.88). Each SD increase in BA acceleration in the KDM was associated with a 21% increased risk (HR=1.21, 95% CI=1.12–1.29), and and each SD increase in acceleration in the PhenoAge method was associated with a 40% increased risk (HR=1.40, 95% CI=1.32–1.48). These associations were independent of genetic risk, as assessed by the PRS, and a joint effect on AAA occurrence was observed. Additionally, we identified a sex-specific modification in the association between telomere shortening and AAA risk, with a significant association observed exclusively in men. Conclusions: Accelerated biological aging was longitudinally associated with an increased risk of AAA, suggesting that BA may be a significant factor and a potential biomarker for AAA. © 2025 The Author(s). Published by IMR Press. This is an open access article under the CC BY 4.0 license.","albumin; alkaline phosphatase; biological marker; C reactive protein; creatinine; glucose; glycated hemoglobin; abdominal aortic aneurysm; adult; aging; alcohol consumption; algorithm; Article; biobank; biological age; body mass; cholesterol blood level; cohort analysis; confidence interval; female; follow up; genetic risk; genetic risk score; genetic susceptibility; high risk population; human; klemera doubal method; leukocyte count; lymphocyte percentage; major clinical study; male; mean corpuscular volume; multiplex real time polymerase chain reaction; phenotype; physical activity; prevalence; proportional hazards model; prospective study; red blood cell distribution width; risk factor; single nucleotide polymorphism; telomere length; Townsend deprivation index; urea nitrogen blood level","","2-s2.0-105028436647"
"Lee, J.; Kang, M.-G.; Ha, J.; Jo, Y.; Ryu, D.; Jung, H.-W.; Baek, K.-H.; Kim, B.-J.","Lee, Jeongmin (57200312863); Kang, Min-gu (57192817411); Ha, Jeonghoon (57188665622); Jo, Yunju (57206376774); Ryu, Dongryeol (57201809600); Jung, Heewon (56301447800); Baek, Ki-hyun (16633874600); Kim, Beom-jun (60169852800)","57200312863; 57192817411; 57188665622; 57206376774; 57201809600; 56301447800; 16633874600; 60169852800","Low Serum 25-Hydroxyvitamin D as a Risk Factor for Frailty in Community-Dwelling Older Men: A Korean Nationwide Study","2025","Endocrinology and Metabolism","10.3803/EnM.2025.2462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027561502&doi=10.3803%2FEnM.2025.2462&partnerID=40&md5=2173eadbd29f3761175c8400540c7804","Background: Despite the critical role of vitamin D in various biological processes, its impact on frailty—a condition closely linked to biological age—remains inconclusive. This study aimed to explore the association between serum 25-hydroxyvitamin D (25[OH] D) levels and frailty status in older Korean adults, utilizing a comprehensive frailty index (FI) and a nationally representative dataset. Methods: This cross-sectional study included 6,589 participants aged ≥65 years from the Korea National Health and Nutrition Examination Survey (2008–2012). Frailty was assessed using a deficit accumulation FI based on 38 physical, cognitive, psychological, and social items. Results: After adjusting for potential confounders, frail men showed 6.8% lower serum 25(OH)D concentrations compared to non-frail controls (P=0.007). Men in the lowest serum 25(OH)D quartile (≤39.3 nmol/L) exhibited a 5.3% higher FI (P=0.047) and 1.71-fold increased odds of frailty (P=0.005), compared to those in the highest quartile (>63.3 nmol/L). Similarly, men with vitamin D deficiency (<30 nmol/L) exhibited a 9.6% higher FI compared to those with sufficient vitamin D levels (≥50 nmol/L; P=0.004). However, no significant association between serum 25(OH)D concentration and frailty was observed in women across any analysis. Conclusion: These findings suggest that low serum 25(OH)D concentrations are a potential risk factor for frailty, particularly in men. Further research is warranted to determine whether vitamin D supplementation in such high-risk older adults could help mitigate frailty. © 2025 Korean Endocrine Society.","25 hydroxyvitamin D; cholesterol; glucose; high density lipoprotein cholesterol; low density lipoprotein cholesterol; triacylglycerol; adult; aged; aging; Article; cardiovascular disease; cholesterol blood level; cognition; cohort analysis; community dwelling person; cross-sectional study; dyslipidemia; educational status; fasting blood glucose level; female; frailty; high risk patient; human; hypertension; income; Korean (people); major clinical study; male; psychological aspect; risk factor; smoking; social aspect; triacylglycerol blood level; vitamin blood level; vitamin D deficiency","41198186","2-s2.0-105027561502"
"Domaradzki, J.; Popowczak, M.; Kochan-Jacheć, K.; Szkudlarek, P.; Koźlenia, D.; Murawska-Ciałowicz, E.","Domaradzki, Jaroslaw (35733327700); Popowczak, Marek (55767458000); Kochan-Jacheć, Katarzyna (36142107200); Szkudlarek, Paweł (58284463500); Koźlenia, Dawid (57204434231); Murawska-Ciałowicz, Eugenia (6602219788)","35733327700; 55767458000; 36142107200; 58284463500; 57204434231; 6602219788","Which Age Matters? Comparing Chronological and Biological Age in Adolescent Adaptation to School-Based Physical Activity Interventions (Wrocław PEER-HEART Study)","2025","Children","10.3390/children12121607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025885171&doi=10.3390%2Fchildren12121607&partnerID=40&md5=e84e6de7e2fd0f163132568f7f2e3c3a","Highlights: What are the main findings? Chronological age (CA) was a stronger predictor of physiological adaptations to an eight-week HIIT program than biological maturity (MO). In girls, CA better explained changes in VO<inf>2</inf>max and body fat percentage, while in boys, the interaction between CA and MO predicted systolic blood pressure responses. What are the implications of the main findings? Chronological age may better capture cumulative behavioral and environmental factors influencing adaptation to school-based HIIT. Physical education programs should consider age-sensitive and individualized approaches to optimize health-related outcomes in adolescents. Background/Objectives: Relative age differences within the same school year may influence adolescents’ physiological adaptations to physical activity programs. While biological maturity (maturity offset, MO) is often considered a more relevant indicator than chronological age (CA), empirical evidence from school-based interventions remains limited. This study aimed to compare the predictive value of CA and MO in explaining health-related adaptations to an eight-week high-intensity interval training (HIIT) program delivered during physical education classes. Methods: A total of 256 adolescents (112 boys and 144 girls) participated in HIIT protocols integrated into regular lessons. Health-related outcomes included maximal oxygen uptake (VO<inf>2</inf>max), body fat percentage (BFP), systolic blood pressure (SBP), and diastolic blood pressure (DBP), assessed at baseline, post-intervention, and follow-up. Maturity offset (MO) was estimated using Moore’s method. Statistical analyses included MANOVA/ANOVA, linear regression, and dominance analysis, all stratified by sex. Results: Chronological age explained more variance in the studied outcomes than MO, particularly for BFP and VO<inf>2</inf>max among girls. In boys, a significant CA × MO interaction predicted SBP, indicating interdependence between both age indicators. Dominance analysis confirmed the overall predominance of CA as a predictor across most outcomes. Conclusions: Chronological age proved to be a stronger predictor of adaptation to school-based HIIT than biological maturity, suggesting that calendar age better reflects cumulative behavioral and environmental influences. These findings highlight the need for age-sensitive and personalized approaches when designing physical education interventions to optimize health-related outcomes in adolescents. © 2025 by the authors.","adaptation; adolescent; age; article; biological age; blood pressure; body fat percentage; child; controlled study; diastolic blood pressure; education program; environmental factor; female; follow up; high intensity interval training; human; male; maximal oxygen uptake; multivariate analysis of variance; physical activity; predictive value; school; school child; systolic blood pressure","","2-s2.0-105025885171"
"Kallio, A.E.; Davydova, E.A.; Mishchenko, T.A.; Sivtseva, T.M.; Nikolaeva, M.M.; Burmistrov, D.E.; Bolshakova, A.D.; Tsybusov, S.N.; Zakharova, R.N.; Vedunova, M.V.","Kallio, Anna E. (60255649700); Davydova, Ekaterina A. (59005968300); Mishchenko, T. A. (56674321100); Sivtseva, Tatiana M. (6507766508); Nikolaeva, Maria (58555534700); Burmistrov, D. E. (57219604841); Bolshakova, Anzhela D. (60255078000); Tsybusov, Sergey N. (55561805300); Zakharova, Raisa N. (57190874516); Vedunova, Maria Valerievna (55329617400)","60255649700; 59005968300; 56674321100; 6507766508; 58555534700; 57219604841; 60255078000; 55561805300; 57190874516; 55329617400","Age-Related Human Adaptation to Extreme Climatic Factors and Environmental Conditions","2025","Biology","10.3390/biology14121668","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025808064&doi=10.3390%2Fbiology14121668&partnerID=40&md5=276bc7497a34f1596ea3ae1bc83061b7","The exposome, which encompasses lifetime environmental exposures, significantly impacts health and can act as a major driving force in accelerating the aging process. While urbanization and climate are among the key exposome factors, the mechanisms that facilitate physiological adaptation to their effects and could potentially extend longevity remain poorly understood. In this study, we aimed to identify aging-associated biomarkers influenced by environmental exposures by comparing hematological and biochemical parameters from 445 individuals. The cohort comprised residents of an extremely cold climate region and of several cities with a milder climate, representing varying levels of urbanization. Our findings, obtained using the Levine PhenoAge model and machine learning, indicate that living in extreme climatic conditions promotes age acceleration, which is accompanied by decreased blood albumin levels. We also observed a strong positive correlation between age acceleration and the functional parameter of erythrocytes (RDW-CV) across different climatic zones. Within the temperate climate zone, residents of small towns exhibited the slowest age acceleration, highlighting urbanization as a driver of accelerated aging. Our data enhance the understanding of the role of the exposome in aging and could inform strategies for promoting healthy aging and longevity tailored to specific environmental and urban contexts. © 2025 by the authors.","","","2-s2.0-105025808064"
"Srour, L.; Bejaoui, Y.; Jerobin, J.; Dweik, M.; Sankar, A.; Qannan, A.; Allouche Colak, N.; Chagoury, O.; Yousri, N.A.; Farrell, T.; Fthenou, E.; Bashir, M.; El Hajj, N.","Srour, Luma (57218129610); Bejaoui, Yosra (57208863732); Jerobin, Jayakumar (35368675200); Dweik, Manar (59959149900); Sankar, Aswathy (59960293600); Qannan, Abeer (57415471000); Allouche Colak, Nassima (60255715000); Chagoury, Odette L. (43261068900); Yousri, Noha A. (23981703800); Farrell, Tom A. (7102489428); Fthenou, Eleni (14618902500); Bashir, Mohammed (39361117900); El Hajj, Nady (25925846100)","57218129610; 57208863732; 35368675200; 59959149900; 59960293600; 57415471000; 60255715000; 43261068900; 23981703800; 7102489428; 14618902500; 39361117900; 25925846100","Maternal DNA methylation signatures of gestational diabetes across all stages of pregnancy","2025","Journal of Translational Medicine","10.1186/s12967-025-07237-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025770783&doi=10.1186%2Fs12967-025-07237-0&partnerID=40&md5=d9fbb25e4bba9032a84a426ad419115e","Background: Gestational diabetes mellitus (GDM) is a common metabolic disorder characterized by hyperglycemia that is first detected during pregnancy, which is not overt diabetes. GDM poses a substantial risk for prenatal and postnatal adverse outcomes affecting both the mother and the offspring. These complications include, but are not limited to, fetal macrosomia, shoulder dystocia, respiratory distress, neonatal hypoglycemia, type 2 diabetes (T2D), and cardiovascular diseases. Screening for GDM typically occurs between 24 and 28 weeks of gestation, a timing that is considered late and may increase the risk of all the adverse outcomes associated with GDM. Treatment and prevention strategies are not standardized globally, may be suboptimal, and are often initiated after a diagnosis has been made. Therefore, our primary goal was to identify DNA methylation signatures specific to GDM to understand its underlying mechanisms. Methods: We conducted genome-wide DNA methylation profiling for normal and GDM pregnant women across the three trimesters of pregnancy in the discovery cohort. DNA methylation levels were measured using the Infinium MethylationEPIC v2.0 BeadChip. Subsequently, our differentially methylated sites were validated in a second cohort. Furthermore, we performed downstream analyses, including KEGG pathway and Gene Ontology enrichment analysis, trait enrichment analysis, and gene expression regulation analysis for the validated differentially methylated sites identified in the second and third trimesters. Results: In this study, we uncovered and validated new DNA methylation signatures that may significantly influence the expression of genes associated with GDM. Furthermore, we discovered new genes (RSL1D1, HOXD4, and MROH6) that may play a role in GDM and might be related to the risk of developing T2D and cardiovascular disease later in life. Trait analysis of the differentially methylated probes revealed that lifestyle and environmental factors are associated with the observed DNA methylation signatures in GDM. Conclusions: We conclude that DNA methylation changes during pregnancy might not fully explain GDM pathogenesis but can reflect population-specific environmental and behavioral factors before and during pregnancy. Some of these discovered CpG sites might regulate previously reported genes linked to GDM and diabetes, highlighting shared and distinct epigenetic mechanisms across populations. © The Author(s) 2025.","glucocorticoid; glucose; metformin; adult; Article; biobank; birth cohort; blood cell; cardiovascular disease; cohort analysis; controlled study; differentially methylated region; DNA methylation; DNA methylation age; female; gene expression regulation; gene ontology; gestational diabetes; human; hyperglycemia; KEGG pathway; macrosomia; metabolic disorder; neonatal hypoglycemia; non insulin dependent diabetes mellitus; pregnancy; pregnant woman; progeny; Qatar; respiratory distress; retained placenta; shoulder dystocia; third trimester pregnancy; CpG island; genetic epigenesis; genetics; mother; reproducibility; Adult; CpG Islands; Diabetes, Gestational; DNA Methylation; Epigenesis, Genetic; Female; Humans; Mothers; Pregnancy; Reproducibility of Results","41444904","2-s2.0-105025770783"
"Turney, I.C.; Huber, B.D.; Ryan, C.P.; Avila, J.F.; Lao, P.J.; Arce Renteria, M.A.; Mazen, J.; Belsky, D.W.; Manly, J.J.; Brickman, A.","Turney, Indira C. (56611968400); Huber, Benjamin D. (58968880700); Ryan, Calen Patrick (36128872500); Avila, Justina F. (55598003500); Lao, Patrick J. (55890185400); Arce Renteria, Miguel (57193337987); Mazen, Jessica (60128619900); Belsky, Daniel W. (15121924900); Manly, Jennifer Jaie (7003503063); Brickman, Adam Mark (7005379435)","56611968400; 58968880700; 36128872500; 55598003500; 55890185400; 57193337987; 60128619900; 15121924900; 7003503063; 7005379435","Alzheimer's Imaging Consortium","2025","Alzheimer's & dementia : the journal of the Alzheimer's Association","10.1002/alz70862_109971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025740636&doi=10.1002%2Falz70862_109971&partnerID=40&md5=3ec06d79934650bd7877124c17d560fd","BACKGROUND: Advanced biological is associated with cumulative physiological damage resulting from chronic exposure to environmental and social stressors. The Weathering Hypothesis posits that such exposure-especially in marginalized populations-accelerates biological aging, contributing to health disparities and elevated Alzheimer's disease and related dementias (AD/ADRD) risk. Midlife is a pivotal period for brain aging, marked by structural changes such as increased white matter hyperintensity (WMH) volume and reduced cortical thickness (CT). However, the interplay among advanced biological aging, MRI-based brain aging markers, and social determinants of health across racially/ethnically diverse populations remains poorly understood. Understanding these dynamics is essential for addressing disparities in brain health and AD/ADRD outcomes. METHOD: We examined the association between biological age acceleration (GrimAge) and ADRD-related MRI measures (WMH volume and CT) in 681 racially/ethnically diverse adults aged 45-65 years from the Offspring Study of Racial and Ethnic Disparities in Alzheimer's Disease. Linear regression models assessed the relationships between biological age acceleration and MRI outcomes, adjusting for age, sex, and estimated intracranial volume. Stratified analyses explored associations within racial/ethnic groups. Interaction terms tested the moderating effects of years of education and cardiovascular disease (CVD) burden on these associations. RESULT: In this diverse midlife cohort (66% women; 69% Latinx, 22% Black, 7.5% White; mean age=54±11 years; mean education=13.3 ±3.4 years), accelerated aging was significantly associated with increased WMH volume (β=0.014, 95%CI [0.003,0.025]), but not cortical thickness (β=0.562, 95%CI [0.003,0.025]). The relationship between biological age and WMH was amplified in participants with greater CVD burden (β=0.028, 95%CI [0.011,0.045]). Participants with higher education, Latinx, or White showed less biological age acceleration. Stratified analyses revealed that the association between biological age acceleration and greater WMH volume was marginally strongest in Black (β=0.013, 95%CI [-0.008,0.033]) and Latinx participants (β=0.014, 95%CI [0.001,0.028]), compared with White participants. CONCLUSION: Accelerated biological aging is associated with increased WMH volume and may contribute to disparities in brain health, particularly among individuals with greater cardiovascular burden. These results highlight the need for targeted, multifaceted interventions that account for sociocultural and biological influences to reduce brain health disparities and promote equity in ADRD outcomes. © 2025 The Alzheimer's Association. Alzheimer's & Dementia published by Wiley Periodicals LLC on behalf of Alzheimer's Association.","aged; aging; Alzheimer disease; brain; diagnostic imaging; ethnology; female; human; male; middle aged; nuclear magnetic resonance imaging; pathology; white matter; Aged; Aging; Alzheimer Disease; Brain; Female; Humans; Magnetic Resonance Imaging; Male; Middle Aged; White Matter","41433465","2-s2.0-105025740636"
"Gao, P.-Y.; Chang, J.; Tang, Y.","Gao, Peiyang (57920758000); Chang, Jie (58912713800); Tang, Yi (57221071526)","57920758000; 58912713800; 57221071526","Alzheimer's Imaging Consortium","2025","Alzheimer's & dementia : the journal of the Alzheimer's Association","10.1002/alz70862_110855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025740532&doi=10.1002%2Falz70862_110855&partnerID=40&md5=8689bb9a947272b17052211c48aa929b","BACKGROUND: Social determinants of health (SDoH) represent multiple interconnected social and economic factors that have been proposed by the World Health Organization as critical non-medical influences on health outcomes. However, few studies have investigated the relationships and potential mechanisms between SDoH and dementia in large-scale population-based cohorts. METHOD: This population-based prospective study utilized data from the UK Biobank. Our study incorporated seven factors acrossfour domains-economic stability, educational attainment, social contact, and environmental factors-to assess SDoH levels. Cox proportional hazard models and linear regression models were conducted to examine the relationship between SDoH and risk of all-cause and cause-specific dementia, brain structure (focusing on hippocampal volume), and cognitive performance. Causal mediation analysis explored potential mediating factors, including mental health, biological aging, and lifestyle, linking SDoH and dementia. Survival models were applied to estimate differences in life expectancy. RESULT: Among 359,419 participants (median follow-up: 13.46 years), those with favorable SDoH levels demonstrated significantly lower risks of developing all-cause dementia (HR: 0.57, 95% CI: 0.53-0.60), Alzheimer's disease (HR: 0.62, 95% CI: 0.56-0.68), and vascular dementia (HR: 0.48, 95% CI: 0.41-0.55) compared to those with unfavorable SDoH levels. In terms of impact on dementia risk, SDoH ranked second only to age among all analyzed factors. Higher SDoH levels were positively associated with larger hippocampal volume and better performance across cognitive domains. The relationship between SDoH and dementia was mediated by multiple factors: depression (24.00%), frailty (13.60%), biological aging measured by PhenoAge (6.33%), and smoking (2.82%). At age 65, participants with dementia who had favorable SDoH levels demonstrated an average life expectancy 0.909 (95% CI 0.002-1.873) years longer than those with unfavorable SDoH levels. CONCLUSION: Higher levels of SDoH are associated with a reduced risk of dementia, and the associations are mediated by mental health, biological aging, and lifestyle. These findings highlight that prioritizing improvements in SDoH should be a key component of global efforts aimed at mitigating dementia risk and promoting cognition and longer lifespans across populations. © 2025 The Alzheimer's Association. Alzheimer's & Dementia published by Wiley Periodicals LLC on behalf of Alzheimer's Association.","aged; Alzheimer disease; brain; diagnostic imaging; epidemiology; female; hippocampus; human; male; middle aged; nuclear magnetic resonance imaging; pathology; prospective study; risk factor; social determinants of health; United Kingdom; very elderly; Aged; Aged, 80 and over; Alzheimer Disease; Brain; Female; Hippocampus; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Prospective Studies; Risk Factors; Social Determinants of Health","41433388","2-s2.0-105025740532"
